id	kakencode	mextcode	name	nameus	zip	address	tel	url	campus	note	lat	lon	source
517	34106	F124310107209	四日市看護医療大学	Yokkaichi Nursing and Medical Care University	512-8045	三重県四日市市萱生町1200	059-340-0700	https://www.y-nm.ac.jp/			35.022527	136.608346	三重県：学校名簿，＜https://www.pref.mie.lg.jp/KYOIKU/HP/17720018716.htm＞
518	14201	F125110107284	滋賀大学	Shiga University	522-8522	滋賀県彦根市馬場1-1-1	0749-27-1005	https://www.shiga-u.ac.jp/	彦根キャンパス		35.27815	136.246792	国立大学協会：一般社団法人国立大学協会概要’22（会員名簿），＜https://www.janu.jp/wp/wp-content/uploads/2022/10/members_20221001.pdf＞
519	14202	F125110107293	滋賀医科大学	Shiga University of Medical Science	520-2192	滋賀県大津市瀬田月輪町	077-548-2111	https://www.shiga-med.ac.jp/			34.973848	135.949953	国立大学協会：一般社団法人国立大学協会概要’22（会員名簿），＜https://www.janu.jp/wp/wp-content/uploads/2022/10/members_20221001.pdf＞
520	24201	F125210107308	滋賀県立大学	The University of Shiga Prefecture	522-8533	滋賀県彦根市八坂町2500番地	0749-28-8200	https://www.usp.ac.jp/			35.259904	136.219272	公立大学協会：会員校一覧，＜https://www.kodaikyo.org/?page_id=718＞
521	34201	F125310107315	成安造形大学	Seian University of Art and Design	520-0248	滋賀県大津市仰木の里東4-3-1	077-574-2111	https://www.seian.ac.jp/			35.109093	135.902314	滋賀県教育委員会：学校便覧，＜https://www.pref.shiga.lg.jp/edu/toukei/suuzidemiru/306679/＞
522	34203	F125310107324	聖泉大学	Seisen University	521-1123	滋賀県彦根市肥田町720	0749-43-3600	https://www.seisen.ac.jp/			35.20501	136.20469	滋賀県教育委員会：学校便覧，＜https://www.pref.shiga.lg.jp/edu/toukei/suuzidemiru/306679/＞
523	34204	F125310107333	長浜バイオ大学	Nagahama Institute of Bio-Science and Technology	526-0829	滋賀県長浜市田村町1266	0749-64-8100	https://www.nagahama-i-bio.ac.jp/			35.357071	136.280255	滋賀県教育委員会：学校便覧，＜https://www.pref.shiga.lg.jp/edu/toukei/suuzidemiru/306679/＞
524	34205	F125310107342	びわこ成蹊スポーツ大学	Biwako Seikei Sport College	520-0503	滋賀県大津市北比良1204	077-596-8410	https://biwako-seikei.jp/			35.227287	135.948431	滋賀県教育委員会：学校便覧，＜https://www.pref.shiga.lg.jp/edu/toukei/suuzidemiru/306679/＞
525	34206	F125310107351	びわこ学院大学	Biwako-Gakuin University	527-8533	滋賀県東近江市布施町29	0748-22-3388	https://www.biwakogakuin.ac.jp/			35.087838	136.185429	滋賀県教育委員会：学校便覧，＜https://www.pref.shiga.lg.jp/edu/toukei/suuzidemiru/306679/＞
526	34207	F125310107360	びわこリハビリテーション専門職大学	Biwako Professional University of Rehabilitation	527-0145	滋賀県東近江市北坂町967	0749-46-2311	https://bpur.aino.ac.jp/	びわこ東近江キャンパス		35.1324837	136.2759743	滋賀県教育委員会：学校便覧，＜https://www.pref.shiga.lg.jp/edu/toukei/suuzidemiru/306679/＞
527	14301	F126110107407	京都大学	Kyoto University	606-8501	京都府京都市左京区吉田本町	075-753-7531	https://www.kyoto-u.ac.jp/	吉田キャンパス		35.026244	135.780822	国立大学協会：一般社団法人国立大学協会概要’22（会員名簿），＜https://www.janu.jp/wp/wp-content/uploads/2022/10/members_20221001.pdf＞
528	14302	F126110107416	京都教育大学	Kyoto University of Education	612-8522	京都府京都市伏見区深草藤森町1	075-644-8106	https://www.kyokyo-u.ac.jp/	藤森学舎		34.950215	135.773187	国立大学協会：一般社団法人国立大学協会概要’22（会員名簿），＜https://www.janu.jp/wp/wp-content/uploads/2022/10/members_20221001.pdf＞
529	14303	F126110107425	京都工芸繊維大学	Kyoto Institute of Technology	606-8585	京都府京都市左京区松ヶ崎橋上町1	075-724-7014	https://www.kit.ac.jp/	松ヶ崎キャンパス		35.049664	135.782046	国立大学協会：一般社団法人国立大学協会概要’22（会員名簿），＜https://www.janu.jp/wp/wp-content/uploads/2022/10/members_20221001.pdf＞
530	24301	F126210107432	京都市立芸術大学	Kyoto City University of Arts	600-8601	京都府京都市下京区下之町57番1	075-585-2000	https://www.kcua.ac.jp/		2023年10月新校舎開設・移転	34.9866425	135.7636678	公立大学協会：会員校一覧，＜https://www.kodaikyo.org/?page_id=718＞
531	24302	F126210107441	京都府立大学	Kyoto Prefectural University	606-8522	京都府京都市左京区下鴨半木町1-5	075-703-5101	https://www.kpu.ac.jp/	下鴨キャンパス		35.047217	135.767117	公立大学協会：会員校一覧，＜https://www.kodaikyo.org/?page_id=718＞
532	24303	F126210107450	京都府立医科大学	Kyoto Prefectural University of Medicine	602-8566	京都府京都市上京区河原町通広小路上る梶井町465	075-251-5111	https://www.kpu-m.ac.jp/	河原町キャンパス		35.022914	135.77003	公立大学協会：会員校一覧，＜https://www.kodaikyo.org/?page_id=718＞
533	24304	F126210107469	福知山公立大学	The University of Fukuchiyama	620-0886	京都府福知山市字堀3370	0773-24-7100	https://www.fukuchiyama.ac.jp/			35.284435	135.128119	公立大学協会：会員校一覧，＜https://www.kodaikyo.org/?page_id=718＞
534	34202	F126310107476	平安女学院大学	Heian Jogakuin University (St.Agnes’ University)	602-8029	京都市上京区武衛陣町221	075-414-8150	https://www.heian.ac.jp/	京都キャンパス		35.0196789	135.7577077	公式ウェブサイト
535	34301	F126310107485	大谷大学	Otani University	603-8143	京都府京都市北区小山上総町	075-432-3131	https://www.otani.ac.jp/	本部キャンパス		35.042462	135.758985	公式ウェブサイト
536	34302	F126310107494	京都外国語大学	Kyoto University of Foreign Studies	615-8558	京都府京都市右京区西院笠目町6	075-322-6012	https://www.kufs.ac.jp/			35.004003	135.718556	公式ウェブサイト
537	34304	F126310107500	京都産業大学	Kyoto Sangyo University	603-8555	京都府京都市北区上賀茂本山	075-705-1408	https://www.kyoto-su.ac.jp/			35.070487	135.757799	公式ウェブサイト
538	34305	F126310107519	京都女子大学	Kyoto Women’s University	605-8501	京都府京都市東山区今熊野北日吉町35	075-531-7030	https://www.kyoto-wu.ac.jp/			34.988605	135.779842	公式ウェブサイト
539	34306	F126310107528	京都薬科大学	Kyoto Pharmaceutical University	607-8414	京都府京都市山科区御陵中内町5	075-595-4600	https://www.kyoto-phu.ac.jp/	本校地		34.991117	135.809222	公式ウェブサイト
540	34307	F126310107537	京都光華大学	Kyoto Koka University	615-0882	京都府京都市右京区西京極葛野町38	075-312-1899	https://www.koka.ac.jp/		2026年4月改称・共学化（旧・京都光華女子大学，Kyoto Koka Women’s University）	34.996305	135.71883	公式ウェブサイト
541	34308	F126310107546	種智院大学	Shuchiin University	612-8156	京都府京都市伏見区向島西定請70番地	075-604-5600	https://www.shuchiin.ac.jp/			34.914022	135.765545	公式ウェブサイト
542	34309	F126310107555	京都橘大学	Kyoto Tachibana University	607-8175	京都府京都市山科区大宅山田町34	075-571-1111	https://www.tachibana-u.ac.jp/			34.968495	135.826137	公式ウェブサイト
543	34310	F126310107564	同志社大学	Doshisha University	602-8580	京都府京都市上京区今出川通烏丸東入	075-251-3110	https://www.doshisha.ac.jp/	今出川校地		35.029332	135.761489	公式ウェブサイト
544	34311	F126310107573	同志社女子大学	Doshisha Women’s College of Liberal Arts	610-0395	京都府京田辺市興戸	0774-65-8411	https://www.dwc.doshisha.ac.jp/	京田辺キャンパス		35.029654	135.763572	公式ウェブサイト
545	34312	F126310107582	京都ノートルダム女子大学	Kyoto Notre Dame University	606-0847	京都府京都市左京区下鴨南野々神町1番地	075-781-1173	https://www.notredame.ac.jp/		2026年度学生募集停止	35.050705	135.77273	公式ウェブサイト
546	34313	F126310107591	花園大学	Hanazono University	604-8456	京都府京都市中京区西ノ京壺ノ内町8-1	075-811-5181	https://www.hanazono.ac.jp/			35.017132	135.725711	公式ウェブサイト
547	34314	F126310107608	佛教大学	Bukkyo University	603-8301	京都府京都市北区紫野北花ノ坊町96	075-491-2141	https://www.bukkyo-u.ac.jp/	紫野キャンパス		35.043166	135.737301	公式ウェブサイト
548	34315	F126310107617	立命館大学	Ritsumeikan University	603-8577	京都府京都市北区等持院北町56-1	075-465-8144	https://www.ritsumei.ac.jp/	衣笠キャンパス（メインキャンパス）	本部は朱雀キャンパス（京都市中京区）	35.032556	135.723304	公式ウェブサイト
549	34316	F126310107626	龍谷大学	Ryukoku University	612-8577	京都府京都市伏見区深草塚本町67	075-642-1111	https://www.ryukoku.ac.jp/	深草キャンパス		34.963774	135.766386	公式ウェブサイト
550	34303	F126310107635	京都先端科学大学	Kyoto University of Advanced Science	615-8577	京都府京都市右京区山ノ内五反田町18	075-406-7000	https://www.kuas.ac.jp/	京都太秦キャンパス		35.010542	135.718477	公式ウェブサイト
551	34317	F126310107644	京都精華大学	Kyoto Seika University	606-8588	京都府京都市左京区岩倉木野町137	075-702-5131	https://www.kyoto-seika.ac.jp/			35.07298	135.769268	公式ウェブサイト
552	34318	F126310107653	明治国際医療大学	Meiji University of Integrative Medicine	629-0392	京都府南丹市日吉町保野田ヒノ谷6-1	0771-72-1181	https://www.meiji-u.ac.jp/			35.182144	135.48998	公式ウェブサイト
553	34319	F126310107662	京都芸術大学	Kyoto University of the Arts	606-8271	京都府京都市左京区北白川瓜生山2-116	075-791-9122	https://www.kyoto-art.ac.jp/	京都・瓜生山キャンパス		35.037306	135.792239	公式ウェブサイト
554	34320	F126310107671	京都文教大学	Kyoto Bunkyo University	611-0041	京都府宇治市槙島町千足80	0774-25-2400	https://www.kbu.ac.jp/kbu/			34.914559	135.78486	公式ウェブサイト
555	34322	F126310107680	嵯峨美術大学	Kyoto Saga University of Arts	616-8362	京都府京都市右京区嵯峨五島町1番地	075-864-7858	https://www.kyoto-saga.ac.jp/	本部キャンパス		35.01262	135.688499	公式ウェブサイト
556	34323	F126310107699	京都情報大学院大学	The Kyoto College of Graduate Studies for Informatics	606-8225	京都府京都市左京区田中門前町7番地	075-681-6332	https://www.kcg.edu/	百万遍キャンパス		35.030683	135.779302	公式ウェブサイト
557	34324	F126310107706	京都医療科学大学	Kyoto College of Medical Science	622-0041	京都府南丹市園部町小山東町今北1-3	0771-63-0066	https://www.kyoto-msc.jp/			35.102303	135.479447	公式ウェブサイト
558	34325	F126310107715	京都華頂大学	Kyoto Kacho University	605-0062	京都府京都市東山区林下町3-456	075-551-1188	https://www.kyotokacho-u.ac.jp/		2027年度学生募集停止	35.007042	135.779731	公式ウェブサイト
559	34326	F126310107724	京都美術工芸大学	Kyoto Arts and Crafts University	605-0991	京都府京都市東山区川端七条上ル	075-525-1515	https://www.kyobi.ac.jp/	京都東山キャンパス		34.991283	135.768113	公式ウェブサイト
560	34327	F126310107733	京都看護大学	Kyoto College of Nursing	604-8845	京都府京都市中京区壬生東高田町1-21	075-311-0123	https://www.kyotokango.ac.jp/			34.997273	135.733985	公式ウェブサイト
561	14401	F127110107852	大阪大学	Osaka University	565-0871	大阪府吹田市山田丘1-1	06-6877-5111	https://www.osaka-u.ac.jp/	吹田キャンパス		34.822014	135.524468	国立大学協会：一般社団法人国立大学協会概要’22（会員名簿），＜https://www.janu.jp/wp/wp-content/uploads/2022/10/members_20221001.pdf＞
562	14403	F127110107861	大阪教育大学	Osaka Kyoiku University	582-8582	大阪府柏原市旭ヶ丘4-698-1	072-976-3211	https://osaka-kyoiku.ac.jp/	柏原キャンパス		34.551392	135.649717	国立大学協会：一般社団法人国立大学協会概要’22（会員名簿），＜https://www.janu.jp/wp/wp-content/uploads/2022/10/members_20221001.pdf＞
563	24402	F127210107878	大阪市立大学	Osaka City University	558-8585	大阪府大阪市住吉区杉本3丁目3-138	06-6605-2011	https://www.omu.ac.jp/	杉本キャンパス	2022年度学生募集停止，ウェブサイト公開終了	34.590581	135.505031	大阪公立大学ウェブサイト
564	24403	F127210107887	大阪府立大学	Osaka Prefecture University	599-8531	大阪府堺市中区学園町1番1号	072-254-9104	https://www.omu.ac.jp/	中百舌鳥キャンパス	2022年度学生募集停止，ウェブサイト公開終了	34.54769	135.507775	大阪公立大学ウェブサイト
565	24405	F127210111989	大阪公立大学	Osaka Metropolitan University	536-8525	大阪府大阪市城東区森之宮2丁目1番132号	06-6167-1600	https://www.omu.ac.jp/	森之宮キャンパス	2025年9月森之宮キャンパス新設・本部移転，2022年4月開学（大阪府立大学・大阪市立大学の統合新設）	34.6870092	135.5391304	公式ウェブサイト（新設学舎対応）
566	34404	F127310107894	大阪経済大学	Osaka University of Economics	533-8533	大阪府大阪市東淀川区大隅2-2-8	06-6328-2431	https://www.osaka-ue.ac.jp/	大隅キャンパス		34.750058	135.544671	公式ウェブサイト
567	34406	F127310107901	大阪工業大学	Osaka Institute of Technology	535-8585	大阪府大阪市旭区大宮5丁目16-1	06-6954-4097	https://www.oit.ac.jp/	大宮キャンパス		34.730774	135.543967	公式ウェブサイト
568	34408	F127310107910	大阪歯科大学	Osaka Dental University	573-1121	大阪府枚方市楠葉花園町8番1号	072-864-3111	https://www.osaka-dent.ac.jp/	楠葉キャンパス		34.858567	135.676203	公式ウェブサイト
569	34421	F127310107929	相愛大学	Soai University	559-0033	大阪府大阪市住之江区南港中4丁目4-1	06-6612-5900	https://www.soai.ac.jp/	南港学舎		34.634745	135.42776	公式ウェブサイト
570	34426	F127310107938	桃山学院大学	Momoyama Gakuin University	594-1198	大阪府和泉市まなび野1-1	0725-92-7004	https://www.andrew.ac.jp/	和泉キャンパス		34.450924	135.455667	公式ウェブサイト
571	34428	F127310107947	摂南大学	Setsunan University	572-8508	大阪府寝屋川市池田中町17-8	072-839-9102	https://www.setsunan.ac.jp/	寝屋川キャンパス		34.779933	135.612042	公式ウェブサイト
572	34401	F127310107965	大阪医科薬科大学	Osaka Medical and Pharmaceutical University	569-8686	大阪府高槻市大学町2番7号	072-683-1221	https://www.ompu.ac.jp/	本部キャンパス		34.851811	135.625421	公式ウェブサイト
573	34402	F127310107974	大阪音楽大学	Osaka College of Music	561-8555	大阪府豊中市庄内幸町1-1-8	06-6334-2131	https://www.daion.ac.jp/	第1キャンパス		34.753516	135.471364	公式ウェブサイト
574	34403	F127310107983	大阪学院大学	Osaka Gakuin University	564-8511	大阪府吹田市岸部南二丁目36番1号	06-6381-8434	https://www.ogu.ac.jp/			34.773426	135.542075	公式ウェブサイト
575	34405	F127310107992	大阪芸術大学	Osaka University of Arts	585-8555	大阪府南河内郡河南町東山469	0721-93-3781	https://www.osaka-geidai.ac.jp/	本学キャンパス		34.511503	135.631253	公式ウェブサイト
576	34407	F127310108009	大阪産業大学	Osaka Sangyo University	574-8530	大阪府大東市中垣内3丁目1番1号	072-875-3001	https://www.osaka-sandai.ac.jp/	中央キャンパス		34.707785	135.639847	公式ウェブサイト
577	34409	F127310108018	大阪樟蔭女子大学	Osaka Shoin Women’s University	577-8550	大阪府東大阪市菱屋西4-2-26	06-6723-8181	https://www.osaka-shoin.ac.jp/univ/	小阪キャンパス		34.662532	135.577648	公式ウェブサイト
578	34410	F127310108027	大阪商業大学	Osaka University of Commerce	577-8505	大阪府東大阪市御厨栄町4-1-10	06-6781-0381	https://ouc.daishodai.ac.jp/			34.666219	135.584641	公式ウェブサイト
579	34411	F127310108036	大阪体育大学	Osaka University of Health and Sport Sciences	590-0496	大阪府泉南郡熊取町朝代台1番1号	072-453-7022	https://www.ouhs.jp/			34.379724	135.358499	公式ウェブサイト
580	34412	F127310108045	大阪電気通信大学	Osaka Electro-Communication University	572-8530	大阪府寝屋川市初町18-8	072-824-1131	https://www.osakac.ac.jp/	寝屋川キャンパス		34.76006	135.62757	公式ウェブサイト
581	34414	F127310108063	大阪大谷大学	Osaka Ohtani University	584-8540	大阪府富田林市錦織北3丁目11番1号	0721-24-0381	https://www.osaka-ohtani.ac.jp/	志学台キャンパス		34.482164	135.58106	公式ウェブサイト
582	34415	F127310108072	追手門学院大学	Otemon Gakuin University	567-0013	大阪府茨木市太田東芝町1番1号	072-665-9166	https://www.otemon.ac.jp/	茨木総持寺キャンパス	2025年4月新校舎開設・本部移転	34.8380126	135.5772892	公式ウェブサイト
583	34416	F127310108081	関西大学	Kansai University	564-8680	大阪府吹田市山手町3丁目3番35号	06-6368-1121	https://www.kansai-u.ac.jp/	千里山キャンパス		34.771001	135.508608	公式ウェブサイト
584	34417	F127310108090	関西医科大学	Kansai Medical University	573-1010	大阪府枚方市新町二丁目5番1号	072-804-0101	https://www.kmu.ac.jp/	枚方キャンパス		34.818454	135.645597	公式ウェブサイト
585	34418	F127310108107	関西外国語大学	Kansai Gaidai University	573-1001	大阪府枚方市中宮東之町16-1	072-805-2801	https://www.kansaigaidai.ac.jp/	ひらかた中宮キャンパス		34.823242	135.664149	公式ウェブサイト
586	34419	F127310108116	近畿大学	Kindai University	577-8502	大阪府東大阪市小若江3-4-1	06-6721-2332	https://www.kindai.ac.jp/	東大阪キャンパス		34.651185	135.588381	公式ウェブサイト
587	34420	F127310108125	四天王寺大学	Shitennoji University	583-8501	大阪府羽曳野市学園前3丁目2-1	072-956-3181	https://www.shitennoji.ac.jp/ibu/			34.546055	135.584746	公式ウェブサイト
588	34423	F127310108134	帝塚山学院大学	Tezukayama Gakuin University	590-0113	大阪府堺市南区晴美台4-2-2	072-296-1331	https://www.tezuka-gu.ac.jp/			34.4898385	135.5323461	公式ウェブサイト
589	34424	F127310108143	梅花女子大学	Baika Women’s University	567-8578	大阪府茨木市宿久庄2-19-5	072-643-6221	https://www.baika.ac.jp/			34.842637	135.535191	公式ウェブサイト
590	34425	F127310108152	阪南大学	Hannan University	580-8502	大阪府松原市天美東5-4-33	072-337-3415	https://www.hannan-u.ac.jp/	本キャンパス		34.59144	135.534888	公式ウェブサイト
591	34427	F127310108161	大阪経済法科大学	Osaka University of Economics and Law	581-8511	大阪府八尾市楽音寺6丁目10番地	072-941-8211	https://www.keiho-u.ac.jp/	花岡キャンパス		34.640624	135.64567	公式ウェブサイト
592	34429	F127310108170	大阪国際大学	Osaka International University	570-8555	大阪府守口市藤田町6-21-57	06-6902-0791	https://www.oiu.ac.jp/	守口キャンパス		34.747794	135.603263	公式ウェブサイト
593	34431	F127310108189	関西福祉科学大学	Kansai University of Welfare Sciences	582-0026	大阪府柏原市旭ヶ丘3丁目11番1号	072-978-0088	https://www.fuksi-kagk-u.ac.jp/			34.557363	135.636763	公式ウェブサイト
594	34432	F127310108198	太成学院大学	Taisei Gakuin University	587-8555	大阪府堺市美原区平尾1060-1	072-362-3731	https://www.tgu.ac.jp/			34.524929	135.578917	公式ウェブサイト
595	34433	F127310108205	大阪常磐会大学	Osaka Tokiwakai University	547-0021	大阪府大阪市平野区喜連東1-4-12	06-4302-8880	https://www.osaka-tokiwakai.ac.jp/	南キャンパス	2025年4月改称（旧・常磐会学園大学，Tokiwakai Gakuen University）	34.616319	135.561443	公式ウェブサイト
596	34434	F127310108214	大阪観光大学	Osaka University of Tourism	590-0493	大阪府泉南郡熊取町大久保南5-3-1	072-453-8222	https://www.tourism.ac.jp/			34.392869	135.339503	公式ウェブサイト
597	34435	F127310108223	大阪人間科学大学	Osaka University of Human Sciences	566-8501	大阪府摂津市正雀1-4-1	06-6381-3000	https://www.ohs.ac.jp/	正雀学舎		34.777673	135.550315	公式ウェブサイト
598	34436	F127310108232	羽衣国際大学	Hagoromo University of International Studies	592-8344	大阪府堺市西区浜寺南町1-89-1	072-265-7000	https://www.hagoromo.ac.jp/			34.534405	135.447576	公式ウェブサイト
599	34437	F127310108241	大阪成蹊大学	Osaka Seikei University	533-0007	大阪府大阪市東淀川区相川3丁目10-62	06-6829-2600	https://univ.osaka-seikei.jp/	相川キャンパス		34.758971	135.537687	公式ウェブサイト
600	34438	F127310108250	関西医療大学	Kansai University of Health Sciences	590-0482	大阪府泉南郡熊取町若葉2-11-1	072-453-8251	https://www.kansai.ac.jp/			34.407146	135.370086	公式ウェブサイト
601	34439	F127310108269	千里金蘭大学	Senri Kinran University	565-0873	大阪府吹田市藤白台5-25-1	06-6872-0673	https://www.kinran.ac.jp/			34.826821	135.514196	公式ウェブサイト
602	34440	F127310108278	東大阪大学	Higashiosaka College	577-8567	大阪府東大阪市西堤学園町3-1-1	06-6782-2824	https://www.higashiosaka.ac.jp/			34.6755	135.581543	公式ウェブサイト
603	34442	F127310108287	大阪女学院大学	Osaka Jogakuin University	540-0004	大阪府大阪市中央区玉造2-26-54	06-6761-9371	https://www.wilmina.ac.jp/			34.675883	135.527479	公式ウェブサイト
604	34441	F127310108296	藍野大学	Aino University	567-0012	大阪府茨木市東太田4-5-4	072-627-1711	https://univ.aino.ac.jp/			34.842822	135.582035	公式ウェブサイト
605	34443	F127310108303	大阪青山大学	Osaka Aoyama University	562-8580	大阪府箕面市新稲2-11-1	072-722-4165	https://www.osaka-aoyama.ac.jp/	箕面キャンパス		34.834072	135.456946	公式ウェブサイト
606	34444	F127310108312	四條畷学園大学	Shijonawate Gakuen University	574-0011	大阪府大東市北条５丁目11番10号	072-863-5043	https://un.shijonawate-gakuen.ac.jp/	北條キャンパス		34.7273026	135.6466313	公式ウェブサイト
607	34447	F127310108321	和泉大学	Izumi University	597-0104	大阪府貝塚市水間158番地	072-446-6700	https://www.kawasakigakuen.ac.jp/		2026年4月改称（旧・大阪河﨑リハビリテーション大学，Osaka Kawasaki Rehabilitation University）	34.405091	135.38672	公式ウェブサイト
608	34445	F127310108330	大阪総合保育大学	Osaka University of Comprehensive Children Education	546-0013	大阪府大阪市東住吉区湯里6丁目4-26	06-6702-0320	https://soho.jonan.jp/	A学舎		34.6071714	135.5387297	公式ウェブサイト
609	34448	F127310108349	森ノ宮医療大学	Morinomiya University of Medical Sciences	559-8611	大阪府大阪市住之江区南港北1-26-16	06-6616-6911	https://www.morinomiya-u.ac.jp/			34.641686	135.413736	公式ウェブサイト
610	34449	F127310108358	大阪保健医療大学	Osaka Health Science University	530-0043	大阪府大阪市北区天満1丁目9番27号	06-6354-0091	https://ohsu.ac.jp/	1号館		34.694905	135.519039	公式ウェブサイト
611	34450	F127310108367	大阪物療大学	Butsuryo College of Osaka	593-8328	大阪府堺市西区鳳北町3-33	072-260-0088	https://www.butsuryo.ac.jp/	1号館・2号館		34.537624	135.462603	公式ウェブサイト
612	34451	F127310108376	滋慶医療科学大学	Jikei University of Health Care Sciences	532-0003	大阪府大阪市淀川区宮原1-2-8	06-6394-1617	https://www.juhs.ac.jp/			34.734408	135.500037	公式ウェブサイト
613	34452	F127310108385	大阪行岡医療大学	Osaka Yukioka College of Health Science	567-0801	大阪府茨木市総持寺1丁目1番41号	072-621-0881	https://www.yukioka-u.ac.jp/			34.828204	135.580167	公式ウェブサイト
614	34453	F127310108394	大和大学	Yamato University	564-0082	大阪府吹田市片山町2-5-1	06-6385-8010	https://www.yamato-u.ac.jp/			34.766015	135.518419	公式ウェブサイト
615	34520	F127310108900	宝塚大学	Takarazuka University	530-0012	大阪府大阪市北区芝田1丁目13番16号	06-6376-0853	https://www.takara-univ.ac.jp/	大阪梅田キャンパス		34.7078518	135.4969793	公式ウェブサイト
616	34454	F127310111898	大阪国際工科専門職大学	International Professional University of Technology in Osaka	530-0001	大阪府大阪市北区梅田3-3-1 梅田総合校舎	06-6347-0111	https://www.iput.ac.jp/osaka/		2027年4月統合・改称予定（国際工科専門職大学）	34.6999063	135.4930213	公式ウェブサイト
617	34455	F127310111950	大阪信愛学院大学	Osaka Shin-Ai Gakuin University	536-8585	大阪府大阪市城東区古市2-7-30	06-6167-8575	https://www.osgu.ac.jp/	大学本館・1号館（城東学舎）		34.7115726	135.5582706	公式ウェブサイト
618	34456	F127310111969	大阪医療大学	Osaka Univrersity of Medical Sciences	546-0023	大阪府大阪市東住吉区矢田2-14-19	06-6691-7333	https://iryou.osaka-geidai.ac.jp/		2026年4月開学	34.608148	135.531829	公式ウェブサイト
619	14501	F128110108654	神戸大学	Kobe University	657-8501	兵庫県神戸市灘区六甲台町1-1	078-881-1212	https://www.kobe-u.ac.jp/	六甲台第2キャンパス		34.725619	135.235395	国立大学協会：一般社団法人国立大学協会概要’22（会員名簿），＜https://www.janu.jp/wp/wp-content/uploads/2022/10/members_20221001.pdf＞
620	14503	F128110108663	兵庫教育大学	Hyogo University of Teacher Education	673-1494	兵庫県加東市下久米942-1	0795-44-2010	https://www.hyogo-u.ac.jp/	加東キャンパス		34.91171	135.015971	国立大学協会：一般社団法人国立大学協会概要’22（会員名簿），＜https://www.janu.jp/wp/wp-content/uploads/2022/10/members_20221001.pdf＞
621	24501	F128210108670	神戸市外国語大学	Kobe City University of Foreign Studies	651-2187	兵庫県神戸市西区学園東町9丁目1	078-794-8121	https://www.kobe-cufs.ac.jp/			34.67981	135.060399	公立大学協会：会員校一覧，＜https://www.kodaikyo.org/?page_id=718＞
622	24505	F128210108689	神戸市看護大学	Kobe City College of Nursing	651-2103	兵庫県神戸市西区学園西町3丁目4	078-794-8080	https://www.kobe-ccn.ac.jp/			34.686495	135.052697	公立大学協会：会員校一覧，＜https://www.kodaikyo.org/?page_id=718＞
623	24506	F128210108698	兵庫県立大学	University of Hyogo	651-2197	兵庫県神戸市西区学園西町8-2-1	078-794-6580	https://www.u-hyogo.ac.jp/	神戸商科キャンパス		34.678305	135.052104	公立大学協会：会員校一覧，＜https://www.kodaikyo.org/?page_id=718＞
624	24507	F128210111906	芸術文化観光専門職大学	Professional College of Arts and Tourism	668-0044	兵庫県豊岡市山王町7-52	0796-34-8123	https://www.at-hyogo.jp/			35.5394642	134.8166997	公立大学協会：会員校一覧，＜https://www.kodaikyo.org/?page_id=718＞
625	34506	F128310108703	甲南大学	Konan University	658-8501	兵庫県神戸市東灘区岡本8丁目9-1	078-431-4341	https://www.konan-u.ac.jp/	岡本キャンパス		34.728877	135.268753	神戸市：神戸市内の大学・短期大学・高等専門学校一覧，＜https://www.city.kobe.lg.jp/a95287/shise/kekaku/kikakuchosekyoku/college/gakkoichiran.html＞
626	34507	F128310108712	甲南女子大学	Konan Women’s University	658-0001	兵庫県神戸市東灘区森北町6丁目2-23	078-413-3130	https://www.konan-wu.ac.jp/			34.734549	135.287589	神戸市：神戸市内の大学・短期大学・高等専門学校一覧，＜https://www.city.kobe.lg.jp/a95287/shise/kekaku/kikakuchosekyoku/college/gakkoichiran.html＞
627	34508	F128310108721	神戸海星女子学院大学	Kobe Kaisei College	657-0805	兵庫県神戸市灘区青谷町2丁目7-1	078-801-2277	https://www.kaisei.ac.jp/		2024年度学生募集停止	34.712131	135.211584	神戸市：神戸市内の大学・短期大学・高等専門学校一覧，＜https://www.city.kobe.lg.jp/a95287/shise/kekaku/kikakuchosekyoku/college/gakkoichiran.html＞
628	34509	F128310108730	神戸学院大学	Kobe Gakuin University	650-8586	兵庫県神戸市中央区港島1丁目1-3	078-974-1551	https://www.kobegakuin.ac.jp/	ポートアイランド第1キャンパス		34.669258	135.20388	神戸市：神戸市内の大学・短期大学・高等専門学校一覧，＜https://www.city.kobe.lg.jp/a95287/shise/kekaku/kikakuchosekyoku/college/gakkoichiran.html＞
629	34511	F128310108749	神戸女子大学	Kobe Women’s University	654-8585	兵庫県神戸市須磨区東須磨青山2-1	078-731-4416	https://www.kobe-wu.ac.jp/	須磨キャンパス		34.658076	135.10896	神戸市：神戸市内の大学・短期大学・高等専門学校一覧，＜https://www.city.kobe.lg.jp/a95287/shise/kekaku/kikakuchosekyoku/college/gakkoichiran.html＞
630	34512	F128310108758	神戸薬科大学	Kobe Pharmaceutical University	658-8558	兵庫県神戸市東灘区本山北町4丁目19-1	078-453-0031	https://www.kobepharma-u.ac.jp/			34.732334	135.283883	神戸市：神戸市内の大学・短期大学・高等専門学校一覧，＜https://www.city.kobe.lg.jp/a95287/shise/kekaku/kikakuchosekyoku/college/gakkoichiran.html＞
